#Digilent WaveForms Spectrum Analyzer
#Device Name: Discovery2
#Serial Number: SN:210321AA294A
#Date Time: 2025-12-03 02:07:16.358
#Trace: Trace 1
#Start: 0 Hz
#Stop: 10296.5 Hz
#BINs: 4097
#Rate: 20593.1 Hz
#Samples: 8192
#Channel: C1
#Type: Sample
#Window: Flat Top
#Trace: Trace 2
#Start: 0 Hz
#Stop: 10296.5 Hz
#BINs: 4097
#Rate: 20593.1 Hz
#Samples: 8192
#Channel: C2
#Type: Sample
#Window: Flat Top
#Channel: C1
#Range: 5.52387 V
#Offset: 2.0171e-05 V
#Attenuation: 1 X
#Channel: C2
#Range: 5.53977 V
#Offset: -0.000132272 V
#Attenuation: 1 X
#Wavegen Channel 2: Running
#Mode: Simple
#Type: Sine
#Frequency: 10 kHz
#Period: 100 us
#Amplitude: 15 mV
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °

Frequency (Hz)	Trace 1 (dBV)	Phase (deg)	Trace 2 (dBV)	Phase (deg)
135.7454051688633	-70.18207608464296	8.325885879907817	-89.66240135574441	91.69236939105279
138.2592089682867	-74.69672179403931	-169.6607228086451	-88.42283057101758	-66.20760665296947
140.7730127677101	-81.46985296698161	-106.1289739004547	-89.79108468244166	115.2936145159459
143.2868165671335	-70.86518533703602	49.45072797498648	-92.85129661494517	-93.63564831713163
145.8006203665568	-67.47104471793507	-138.4183604650166	-92.18055072966851	19.1869993354366
148.3144241659803	-66.76804007645073	45.85091897936915	-86.30297130781506	164.627130656937
150.8282279654036	-68.35549907297602	-124.1141997195987	-83.64155615007829	-21.01482457379148
153.342031764827	-74.79762265203644	84.98262416329564	-83.5959604302048	159.4213319644364
155.8558355642504	-69.81833713193562	-15.95099151512208	-86.06452788329371	-20.94559948293709
158.3696393636738	-64.04891791530051	-179.6459512075803	-96.59262378872491	175.2453916980378
160.8834431630972	-62.3099250181642	7.141581887580442	-96.03818846084189	125.3104056195728
163.3972469625206	-62.99861041799117	179.5167261211243	-94.75670548688601	-43.36759949560278
165.911050761944	-64.20651455507765	-14.45140824001688	-96.79222230260116	173.1059959116536
168.4248545613674	-65.30937953592368	153.3799102885684	-93.32056856063963	62.21119405056297
170.9386583607908	-65.28800506626612	-37.42865195403429	-90.76155115201161	-84.57349205887093
173.4524621602142	-65.92149907667482	154.0426760908511	-92.00004372598187	116.1311497415867
175.9662659596376	-67.93731813244888	5.317080334525036	-92.3592543993571	-41.8723051854434
178.480069759061	-71.47927955917442	-134.8781418198183	-90.72354588433926	171.1279931625448
180.9938735584844	-70.8725919412858	90.14683745071481	-88.19010503611851	5.784467038007752
183.5076773579078	-68.90379665411369	-75.71405981053488	-88.04856618070255	172.3492942939592
186.0214811573312	-69.2866888415104	102.4818571591092	-89.94687515685695	-34.53941006294772
188.5352849567545	-68.01362961090894	-112.3073242401978	-93.36804489204172	111.5105302335863
191.049088756178	-65.62573015388685	43.73635034216689	-93.66210702492	-127.2864390917224
193.5628925556013	-67.63089293281112	-148.6319685757541	-91.06131866027745	42.53641013227688
196.0766963550247	-73.06720633696658	29.53217907799261	-90.54096936819306	-116.0177144183871
198.5905001544481	-84.14351201102646	-30.93067812116236	-90.3265459069417	79.40575372214539
201.1043039538715	-69.18847149567368	-178.0015431961925	-90.76574391826281	-75.3923921300733
203.6181077532949	-66.06156069217947	-13.25239576342779	-89.68069708845189	125.5455380006231
206.1319115527183	-66.2139447656463	145.7429442705729	-92.33832543005265	-54.15186348980357
208.6457153521417	-67.32323994352589	-63.2017376050083	-105.2572972128146	102.2317789651115
211.1595191515651	-65.86822052586152	88.54965880454432	-101.3122425080478	166.8981934507002
213.6733229509885	-65.05124408325425	-97.25451082330562	-97.638199054582	-22.54010302323698
216.1871267504119	-66.78785351270375	96.61953893932444	-94.51151620946413	137.7049545776197
218.7009305498353	-65.88616896267398	-60.26482740824265	-94.5384288540143	-55.48444093235022
221.2147343492587	-64.15319766241299	129.0939932662839	-95.10287501423093	72.95175708367545
223.728538148682	-64.62815244088388	-34.66303274573734	-89.43060297174638	-135.2093960956118
226.2423419481055	-65.51316756855849	148.1336764801629	-86.51940721994958	40.99652592063892
228.7561457475288	-67.22891479914598	-58.85690212871641	-85.02103330579044	-140.3070655129534
231.2699495469522	-72.48655080448833	97.8327461011865	-84.30718310831313	33.0559728662861
233.7837533463756	-75.56926649170917	168.8519990817709	-85.82822494542471	-152.3900306421882
236.297557145799	-66.73610159819131	-23.80716362931655	-90.51041582879623	25.1959591392491
238.8113609452224	-63.28329503762315	148.5571177343071	-89.92827654206334	-163.1765460491038
241.3251647446458	-60.58184058878909	-36.68484868301184	-85.87717012630659	26.18378058550856
243.8389685440692	-60.31480472255583	147.8374508711677	-83.81140376295883	-148.6305748367805
246.3527723434926	-63.04988983803023	-22.76520311386688	-82.46207559741825	22.27706034968857
248.866576142916	-66.96993237775894	165.4018549194089	-83.20212249689436	-159.3285243525647
251.3803799423394	-74.17981150010966	-4.000789945390089	-88.19386939610672	29.58100993548839
253.8941837417628	-79.48874873652552	-107.3642126164185	-99.35061071875857	-107.0262733838029
256.4079875411862	-77.32887786426895	64.12742355246381	-90.47287231200454	151.4349603593044
258.9217913406096	-72.96638483413504	-158.8260321106289	-85.88056949468921	-26.50997055311979
261.4355951400329	-67.86973964631638	11.97780309908165	-86.9068948724294	153.6404866802567
263.9493989394564	-67.64731771468398	-170.1119134786834	-90.37682615958946	-27.39572717151417
266.4632027388798	-72.399712422764	2.884706569694771	-93.18392023702512	152.6045500625318
268.9770065383032	-84.79192207706332	-178.0007194030057	-94.848086215311	-37.58636196845851
271.4908103377265	-78.57969970607724	113.1306063580237	-93.07819296989905	114.1176451838823
274.0046141371499	-72.25543287381025	-71.7901234376294	-90.48540880359167	-76.61762871477028
276.5184179365733	-71.4267001718881	124.5802461024075	-87.98902214148464	88.94060331986694
279.0322217359967	-71.61285737334894	-16.4137730973415	-85.18349356938532	-104.6790356689908
281.5460255354201	-69.52638894323849	-160.715733453874	-84.76400710097076	78.53488745316083
284.0598293348435	-66.99717219573957	36.54883568875955	-85.22846085742786	-87.56691886985922
286.5736331342669	-66.36888481679377	-134.7357943068166	-85.39260576265626	95.79304103495204
289.0874369336903	-67.55950367514386	54.48083423972135	-87.3356857515948	-82.49566667082176
291.6012407331137	-67.77728885031956	-102.8198413177034	-91.61408669167818	112.5268217928931
294.1150445325371	-64.66166437203665	95.82598392677387	-101.3113390957108	-69.56091011328949
296.6288483319605	-63.31265852746586	-77.30894042184146	-97.67776563792086	-63.1500045218378
299.1426521313839	-64.22772637059518	110.9371440736866	-90.88021635738795	100.9698360101525
301.6564559308073	-65.4907235989596	-55.07236960313775	-88.9397279439298	-66.90796352117279
304.1702597302307	-68.25442540496779	154.0761417405292	-86.23087720982114	129.302506130862
306.6840635296541	-69.6454704927463	9.012364546502818	-85.35717859362286	-47.95969445129285
309.1978673290774	-68.5700366012891	-179.7825602156603	-87.15539926585711	131.5105415847157
311.7116711285008	-66.65243431138472	-9.967651089778002	-89.19264622319744	-48.44771546157494
314.2254749279243	-66.48574246926097	164.1070236233881	-91.08920916637055	124.6972777867798
316.7392787273477	-66.69351751252432	-26.51521112443568	-94.75097449396355	-91.57077004837687
319.253082526771	-68.77665453241315	140.983608134215	-92.77640462931275	38.51844364302333
321.7668863261944	-72.85973653243227	-75.88983877098769	-88.61404947887897	-157.8965076655411
324.2806901256178	-76.20207478952558	60.68139382083756	-85.8358101117127	12.57582560436689
326.7944939250412	-76.52801209900301	-148.3898998935252	-86.26554595293135	-175.749822675287
329.3082977244646	-72.63094229296452	33.07618659520076	-90.47014006084864	-3.910674473901072
331.822101523888	-75.39853937947561	-154.8760676305652	-95.71733274394397	174.3573113649288
334.3359053233114	-85.94125896162984	-59.07828916617124	-92.52052509037739	4.089853030291422
336.8497091227348	-74.62178138417288	83.61547878293553	-87.80909883694429	-166.4397939031445
339.3635129221582	-67.40923758201193	-96.0812972150225	-85.36952289874564	32.45688457524252
341.8773167215816	-63.88880291731909	85.9221062787457	-83.71666818738845	-127.3060337543475
344.391120521005	-62.61733379827624	-90.97804900105618	-82.38137626882153	71.54680062391981
346.9049243204283	-63.1360759936068	84.6461738307471	-81.17841937097936	-98.46993427812988
349.4187281198518	-65.06407701867181	-106.4027924892724	-82.38620665039292	77.40021696218861
351.9325319192752	-68.46175391350501	57.67232833469109	-86.98828319068211	-120.4254403965079
354.4463357186985	-72.08412809494112	-173.0903426015281	-95.3115570935867	20.05541649848968
356.9601395181219	-68.80244515564996	-19.07937471724197	-94.57631860906287	74.79010118305334
359.4739433175453	-67.60592976697012	172.052723918251	-88.15783539089425	-126.0040987329078
361.9877471169687	-67.19635050577737	-6.030216956274939	-88.74696292535687	53.7214323468766
364.5015509163921	-66.87935578666186	177.1748105874858	-93.26428801656749	-112.8162546087299
367.0153547158155	-67.82890788800911	10.50329084844986	-95.88816472135426	93.51775289130836
369.5291585152389	-72.51584598280193	-153.4952958042837	-94.60167778238755	-120.7178585500737
372.0429623146623	-77.11249217217498	78.08603444485277	-88.9330513595865	21.7059241000426
374.5567661140857	-71.14871127260312	-79.62475093772481	-85.82300759695136	-176.3300336275675
377.0705699135091	-67.13027655583318	98.9875570234815	-84.69509883642623	-8.317619381057888
379.5843737129325	-67.44759028808035	-89.06373637242648	-86.14220440391173	161.3929471781022
382.0981775123559	-71.16986680999979	79.46600675615905	-87.95618280959556	-35.10866885502711
384.6119813117793	-79.02346925826154	-90.62569676745727	-90.81055271582728	136.2859438692073
387.1257851112027	-81.84431794876494	-147.4157294723905	-105.2142940830493	-65.88338291014536
389.6395889106261	-75.30056870984943	64.6433805305129	-97.53985486727272	-38.86334896900217
392.1533927100494	-73.60021593065777	-77.99278635392913	-92.54773005905039	134.9322721902198
394.6671965094728	-68.05618223896629	153.3387790061275	-90.22817752954475	-34.75356029630275
397.1810003088962	-63.16322931501735	-8.497361257924867	-90.24721185396801	148.7414621177783
399.6948041083197	-62.45529291751441	177.6112882799606	-93.52989695804267	-42.96014531171451
402.208607907743	-64.65099337285722	2.570923104212029	-94.91865326506236	132.7385517271504
404.7224117071664	-70.40793226333324	-179.8792354432331	-93.14479616030859	-25.7864792161958
407.2362155065898	-77.26667887421326	-114.6544193091433	-93.29107012456652	171.9325523513324
409.7500193060132	-68.96624719859693	32.84117095136217	-95.39695764855523	-3.926543800826904
412.2638231054366	-67.8784502746998	-146.2592141062721	-97.01950458333724	-160.172515224716
414.77762690486	-66.60489002442299	50.45380936780629	-94.1390691130367	62.84543600281806
417.2914307042834	-64.99163018284648	-126.9986533933786	-90.48616994039307	-89.09286090313445
419.8052345037068	-64.76453084853203	44.07548545279111	-87.28000183164484	107.7817845281029
422.3190383031302	-66.57842412243072	-145.5272866031144	-85.21610862235184	-72.49732054778734
424.8328421025536	-68.8921228767537	4.755967802119775	-83.68827554782527	104.9355829309209
427.346645901977	-68.13017546563866	146.0208219921311	-83.50321338064147	-67.90184995944381
429.8604497014003	-67.11521581140099	-65.36888975132966	-85.18236298397488	124.8846141982038
432.3742535008238	-66.45968868944213	96.10712757753409	-87.17397106815304	-35.36512615998088
434.8880573002472	-66.8692104129707	-97.6760469909307	-89.4727957113962	170.3744406478555
437.4018610996706	-66.7529734398511	60.82533474806919	-94.22973838480439	40.78215965342519
439.9156648990939	-66.73241006600294	-130.5214940660204	-93.47585734049687	-78.13030094650161
442.4294686985173	-68.86220561859918	50.23983509536158	-95.62637818417407	114.4993270626218
444.9432724979407	-71.87438492207411	-124.9297309823864	-102.957422464756	-150.25744504577
447.4570762973641	-75.33989939550794	93.38006793117356	-91.91177983409597	-4.815171691527726
449.9708800967875	-70.4918841197229	-27.32191163274755	-88.35137375168961	171.0412950023226
452.4846838962109	-67.47540204555888	163.1105794357547	-88.21531069168158	-32.17662800972703
454.9984876956343	-67.99998435983662	-4.584363437277812	-88.24657611136196	115.3801849321929
457.5122914950577	-67.88905693936076	-159.4769801125872	-88.00545263742278	-82.52689201642814
460.0260952944811	-68.50150116006139	38.84658132081233	-87.73257761990013	103.671646271587
462.5398990939045	-68.3710036826629	-113.2014629433482	-87.92579499583732	-53.01080705233668
465.0537028933279	-66.05255411924182	89.66942934383746	-87.91369780506612	140.5851010579343
467.5675066927513	-65.44960398614357	-76.23018462092168	-87.56680261820186	-49.11844298824756
470.0813104921747	-65.01572182478012	109.3921240877872	-87.74668979739418	115.7075476076577
472.5951142915981	-64.42250970602694	-66.83208056881163	-88.80447256887665	-80.81443772091909
475.1089180910215	-64.43900610607324	111.6724116691088	-91.12751773612702	92.32235956443505
477.6227218904448	-64.02337515070664	-86.09761365717452	-98.63700768932273	-61.16612814558001
480.1365256898682	-64.27737972028048	70.70011514081521	-98.48381087709359	-172.2440690346529
482.6503294892916	-64.93972394517792	-146.0751340243668	-92.7509933132479	-8.346536104213069
485.164133288715	-61.91350778196377	0.9460912068787926	-87.96673817511592	149.1248400269004
487.6779370881384	-59.84091265762527	160.8298320615791	-85.47985126156419	-50.49041637654951
490.1917408875618	-60.18420894239697	-34.9936627416005	-83.54986083635673	117.6937588809359
492.7055446869852	-63.34087133493163	135.4781987016598	-82.93533789359465	-68.25685582944392
495.2193484864086	-69.2270640637887	-79.3417192923486	-84.66048729591959	106.0928574640252
497.733152285832	-69.11359299273612	47.47500139758693	-87.53793965040711	-71.92092990834763
500.2469560852554	-68.60521235415644	-136.9043293397634	-91.47079821255014	107.8211900547666
502.7607598846788	-67.27972461235703	57.64578440072612	-100.8921981595166	-116.3299114569468
505.2745636841022	-67.04840665679428	-108.3915279406271	-101.6640865015874	-28.90899951965656
507.7883674835256	-68.60402314828147	73.72571067120072	-100.7026907196223	160.5600098435974
510.302171282949	-67.19259336741644	-126.0185286085972	-95.31467010927629	-2.325278501536771
512.8159750823723	-64.63559999211117	57.46171722420699	-93.35817532071843	164.3712920970219
515.3297788817957	-64.72848808628979	-109.214483733341	-94.03429686704355	-21.01341706637982
517.8435826812191	-64.82162408639583	81.1887640681701	-93.28621684811415	-176.8984419656635
520.3573864806425	-63.3037667245813	-81.24524136655246	-90.81185578173113	16.71155939985359
522.8711902800659	-63.04050095633943	121.323530434195	-89.58635110844467	-154.0896895294137
525.3849940794894	-64.61057886175909	-41.75881924171693	-87.81214329253811	35.36554233551616
527.8987978789128	-65.40398945659001	133.9568822789724	-86.89224470894338	-148.7166372132558
530.4126016783362	-66.08890166500454	-58.62145215842614	-87.40084839548048	14.1826119408161
532.9264054777595	-68.05254728605269	91.51511408977073	-89.22721308059607	178.5150517096398
535.4402092771829	-66.15339752938974	-117.021976284781	-94.70946196219215	4.124263853070828
537.9540130766063	-67.41721631243584	51.42349197753305	-97.36882372956902	-117.3684036342756
540.4678168760297	-68.66996811726995	-151.9809362931718	-91.61120479543186	79.37114395848367
542.9816206754531	-67.74352229515105	19.27551058170254	-87.34054939369869	-100.3729926944539
545.4954244748765	-72.95638447921685	-169.0128620217957	-86.3115721792242	78.1918561646433
548.0092282742999	-86.79576728074511	4.860127357177369	-89.57284964565523	-114.1640084259185
550.5230320737232	-82.84359734128287	-59.94540844219846	-92.4779078280644	29.09575802655421
553.0368358731466	-74.04302713849594	148.7335072434614	-89.87844062932204	-169.8721624101973
555.55063967257	-71.79820037480323	-35.07164256056154	-87.61050748859658	-3.583274943096478
558.0644434719934	-72.32991522624746	110.9795477693964	-86.63386277303158	169.3662184906847
560.5782472714169	-69.10670847361953	-88.22407141760091	-87.95266496308928	-3.951227725796768
563.0920510708403	-66.20593716275327	99.99021051093598	-94.68419347541655	175.3288203343627
565.6058548702637	-65.60867974009565	-68.63848833670558	-99.09185425120373	-130.876664572344
568.1196586696871	-68.05160649709745	127.3027178640994	-90.98884408349466	31.81896896571438
570.6334624691104	-69.77068229628142	-31.19382532618585	-90.05121604479064	-151.5871665127372
573.1472662685338	-70.28878528528168	166.9467935417351	-93.11839546742434	24.79088630281035
575.6610700679572	-69.60140964812977	12.40435032684099	-96.42491496115881	-176.1970645034016
578.1748738673806	-67.17668912917576	-171.1811056503297	-94.05196783881249	-66.26708511426258
580.688677666804	-65.58040529679251	-1.349755805443461	-88.16689774616707	81.92483465491593
583.2024814662274	-57.16855015830033	-150.9383135584622	-86.93440872956708	-107.4795910711011
585.7162852656508	-38.19834129898935	43.61009114466475	-87.76325183515739	56.95454808755295
588.2300890650741	-28.5329528517596	-135.1264468542994	-88.22858236093153	-149.8151817966954
590.7438928644975	-25.42741252879271	45.07093260770164	-89.43382103262923	7.920389676838755
593.257696663921	-25.20597792944961	-134.9163984122529	-92.09376631013041	154.459735027384
595.7715004633444	-25.61108283748066	45.14814952630373	-91.50641744540623	-62.06316851921178
598.2853042627678	-29.47521067342444	-134.817136271104	-92.13047547683063	94.50699743595081
600.7991080621912	-40.47998302125323	45.20366707693563	-92.18353289692462	-114.1442038705752
603.3129118616146	-63.6668173075952	-127.9971121781894	-93.16833116624808	58.86318619447169
605.826715661038	-74.25455302977126	108.5548816115661	-93.43417093194283	-160.8333805909356
608.3405194604613	-72.36475308552107	-43.49243312255315	-87.29414860709539	-10.24546983144268
610.8543232598847	-70.8375259351965	157.8056050767355	-86.35255781427443	161.3049243932296
613.3681270593081	-72.75922834791204	-32.41395056137958	-88.8819669013981	-22.91643574957478
615.8819308587315	-75.34390592129628	124.9991865532463	-92.65657027381211	148.9086470899822
618.3957346581549	-75.80157198420144	-58.15877646129404	-97.21398620943265	-92.50530924155689
620.9095384575783	-75.02598515411884	129.7080381002866	-89.95528162778704	45.01464555980941
623.4233422570017	-73.9728204544939	-21.58382408010489	-87.22760544903552	-124.7182972072459
625.937146056425	-70.03714937638848	-170.9644334820924	-88.63781247910366	72.25384388221441
628.4509498558485	-66.98134821898668	18.89377593560167	-94.35072433741199	-101.6274749875982
630.9647536552719	-65.35340259023901	-153.6571489334486	-104.749713086786	-140.4538384371487
633.4785574546953	-65.02261595398244	32.35120674957686	-87.40069713389187	75.888568695258
635.9923612541187	-66.39295983996151	-139.5756136866245	-81.89222826865723	-91.54076430975631
638.5061650535421	-67.99998926401854	59.41361283270238	-80.53969717087666	97.17427073618907
641.0199688529655	-71.93737277542246	-90.81449835584901	-80.27010286630363	-74.90763605131571
643.5337726523888	-72.15063623087123	175.6562104488923	-80.76571978639053	108.8519995903339
646.0475764518122	-66.515850572358	24.51458081490268	-83.40025851201344	-69.97608698748552
648.5613802512356	-65.10642723430621	-142.0561069891123	-88.76346455928307	99.90431078212393
651.075184050659	-67.03250129465238	56.87563729711198	-91.47347231338119	-134.9283192398437
653.5889878500824	-67.54841243077873	-95.08791374590611	-90.13159838255424	34.74429430426939
656.1027916495058	-65.21546357071455	98.86123702075848	-92.35640470360848	-106.6199052285629
658.6165954489292	-63.45682672088564	-72.20845610833832	-90.88936644458869	119.6971835515155
661.1303992483527	-62.5141768044104	97.154831142696	-85.50453307662785	-15.52951594094231
663.644203047776	-61.05975167163039	-106.3466643931529	-80.51244951010176	-173.7254018146189
666.1580068471994	-60.532061498787	63.02743203973969	-79.09137614123675	15.60748185328597
668.6718106466228	-61.95729065932127	-121.2446761242713	-79.04102266952931	-164.0022493489362
671.1856144460462	-63.46860956576525	54.20854345579747	-80.59460860996927	8.807316097165264
673.6994182454696	-64.24189054205952	-120.7808484338867	-84.95043379733688	168.62514561138
676.213222044893	-65.92447413362427	72.19857697256003	-90.74106292757565	-58.41689658247471
678.7270258443164	-69.92177300717319	-110.7102407029528	-90.80612341506932	35.53256717964198
681.2408296437397	-70.82211686943117	36.98871902983823	-87.27613899705793	-166.7258524246372
683.7546334431631	-68.28136385701626	-144.5292838720135	-88.32728740759448	23.9295987759409
686.2684372425865	-66.83286874182664	36.90111927252956	-88.00445236229044	-148.5494781076975
688.7822410420099	-65.03278245265611	-146.2958615593616	-86.22617669439471	56.50214805504248
691.2960448414333	-62.36051193385897	40.25544256738188	-82.93136670275415	-88.23214378220955
693.8098486408567	-60.50608591443918	-134.7492477413823	-82.23839713453528	100.9934547800119
696.3236524402802	-60.73401424168313	41.60818266917663	-83.47348302262928	-73.38952529249096
698.8374562397036	-61.83579247911663	-144.7535884150268	-83.30543599349167	122.2494608780649
701.3512600391269	-62.87368892898126	32.75200247807209	-84.95043297773103	-53.44914360315384
703.8650638385503	-65.27473318707551	-148.8052576308618	-91.93310939533852	107.6557006349021
706.3788676379737	-69.08567693033838	42.11934083985987	-95.33001966138818	-141.5014797700132
708.8926714373971	-73.14330019451911	-116.9938050042781	-90.28910121832791	14.04995733548786
711.4064752368205	-84.46267494143166	114.4961051626348	-87.0289699881002	-174.326599326748
713.9202790362439	-78.47460155623463	29.17604289827513	-85.72405873537484	-1.50935713304477
716.4340828356673	-75.55772409974141	-121.9038908850673	-84.10754703968072	-178.8524329649426
718.9478866350906	-77.03731831552294	65.42531739531429	-82.99791670015848	10.73730844521286
721.461690434514	-86.80707121610223	-71.26139512211955	-83.62603246508399	-165.2326318401031
723.9754942339374	-80.36307293328122	105.3293289061253	-85.98194173335371	13.85095551410251
726.4892980333608	-71.73672105366117	-101.9769687540938	-92.99001104545427	-172.3425290697765
729.0031018327843	-65.64416055329312	87.34751010117651	-99.87901913498364	-121.5840576731695
731.5169056322077	-61.54471330581682	-91.55984764532131	-90.72751445170645	36.74035194807718
734.0307094316311	-60.03190724261582	90.15797036671725	-90.0329887965259	-142.1412132420298
736.5445132310545	-59.81206821530975	-78.74252086505993	-96.0853570205135	52.27697232870922
739.0583170304778	-60.24512239885122	110.9773505752171	-101.9205971815064	-93.33158232547437
741.5721208299012	-62.01390455777135	-64.17935728797413	-101.5012163687092	83.04454671149477
744.0859246293246	-65.19706105786612	122.9573593114691	-105.7902536297219	-60.2751953787134
746.599728428748	-68.92743075540332	-54.04059682024805	-111.9283413999848	128.1681395901318
749.1135322281714	-71.29891803895569	101.4202944124548	-105.2114941982856	-114.5799818996988
751.6273360275948	-72.76761985644515	-102.1314895216903	-103.6840553846739	176.3262562117984
754.1411398270182	-76.72113817908954	62.54096185221371	-94.19967985844964	26.51040616853576
756.6549436264415	-79.11503641497885	-123.1213960883959	-95.06373684229315	-152.8390645591501
759.1687474258649	-88.54649128519112	11.8036279593028	-97.8503915436272	43.35870792967071
