time	V(n004)	V(n005)
2.091360937461106e-04	3.298617e+00	8.145405e-03
2.110892187461106e-04	3.104175e+00	9.625999e-03
2.130423437461106e-04	2.943120e+00	1.096181e-02
2.149954687461106e-04	2.819367e+00	1.213274e-02
2.169485937461106e-04	2.735800e+00	1.312119e-02
2.189017187461106e-04	2.694186e+00	1.391228e-02
2.208548437461106e-04	2.695143e+00	1.449412e-02
2.228079687461106e-04	2.738160e+00	1.485795e-02
2.247610937461106e-04	2.821652e+00	1.499831e-02
2.267142187461106e-04	2.943056e+00	1.491308e-02
2.286673437461106e-04	3.098948e+00	1.460354e-02
2.306204687461106e-04	3.285196e+00	1.407435e-02
2.325735937461106e-04	3.497125e+00	1.333347e-02
2.345267187461106e-04	3.729698e+00	1.239204e-02
2.369681249961106e-04	4.041485e+00	1.095507e-02
2.394095312461106e-04	4.367187e+00	9.260830e-03
2.418509374961106e-04	4.697072e+00	7.349097e-03
2.428274999961106e-04	4.828172e+00	6.533416e-03
2.433157812461106e-04	4.893270e+00	6.116158e-03
2.438040624961106e-04	4.957985e+00	5.693144e-03
2.442923437461106e-04	5.022254e+00	5.264772e-03
2.452689062461106e-04	5.149229e+00	4.393571e-03
2.462454687461106e-04	5.273757e+00	3.505833e-03
2.477103124961106e-04	5.455085e+00	2.150543e-03
2.491751562461106e-04	5.628789e+00	7.770489e-04
2.506399999961106e-04	5.793828e+00	-6.030232e-04
2.525931249961106e-04	5.998918e+00	-2.433164e-03
2.545462499961106e-04	6.185441e+00	-4.226708e-03
2.564993749961106e-04	6.352211e+00	-5.956678e-03
2.584524999961106e-04	6.498411e+00	-7.597054e-03
2.608939062461106e-04	6.651462e+00	-9.484104e-03
2.633353124961106e-04	6.771006e+00	-1.114842e-02
2.657767187461106e-04	6.856778e+00	-1.255092e-02
2.682181249961106e-04	6.908626e+00	-1.365866e-02
2.706595312461106e-04	6.926362e+00	-1.444563e-02
2.731009374961106e-04	6.909673e+00	-1.489334e-02
2.755423437461106e-04	6.858093e+00	-1.499129e-02
2.779837499961106e-04	6.771034e+00	-1.473717e-02
2.804251562461106e-04	6.647905e+00	-1.413695e-02
2.823782812461106e-04	6.523141e+00	-1.341679e-02
2.843314062461106e-04	6.374999e+00	-1.249482e-02
2.862845312461106e-04	6.203740e+00	-1.138493e-02
2.882376562461106e-04	6.010028e+00	-1.010379e-02
2.897024999961106e-04	5.850701e+00	-9.042063e-03
2.911673437461106e-04	5.680126e+00	-7.903795e-03
2.926321874961106e-04	5.499257e+00	-6.698619e-03
2.940970312461106e-04	5.309285e+00	-5.436738e-03
2.950735937461106e-04	5.178283e+00	-4.569240e-03
2.960501562461106e-04	5.044361e+00	-3.684544e-03
2.965384374961106e-04	4.976472e+00	-3.236785e-03
2.970267187461106e-04	4.908058e+00	-2.785980e-03
2.980032812461106e-04	4.769955e+00	-1.876930e-03
3.023978124961106e-04	4.143935e+00	2.251345e-03
3.048392187461106e-04	3.809874e+00	4.490905e-03
3.067923437461106e-04	3.559996e+00	6.209066e-03
3.087454687461106e-04	3.332088e+00	7.833837e-03
3.106985937461106e-04	3.131755e+00	9.340780e-03
3.126517187461106e-04	2.963950e+00	1.070723e-02
3.146048437461106e-04	2.832775e+00	1.191263e-02
3.165579687461106e-04	2.741322e+00	1.293886e-02
3.185110937461106e-04	2.691580e+00	1.377047e-02
3.204642187461106e-04	2.684390e+00	1.439496e-02
3.224173437461107e-04	2.719458e+00	1.480294e-02
3.243704687461107e-04	2.795403e+00	1.498827e-02
3.263235937461107e-04	2.909843e+00	1.494816e-02
3.282767187461107e-04	3.059513e+00	1.468321e-02
3.302298437461107e-04	3.240405e+00	1.419742e-02
3.321829687461107e-04	3.447938e+00	1.349809e-02
3.341360937461107e-04	3.677129e+00	1.259573e-02
3.365774999961107e-04	3.986144e+00	1.120323e-02
3.390189062461107e-04	4.310658e+00	9.547624e-03
3.414603124961107e-04	4.640837e+00	7.667793e-03
3.429251562461107e-04	4.837858e+00	6.450444e-03
3.434134374961107e-04	4.902946e+00	6.032003e-03
3.439017187461107e-04	4.967636e+00	5.607886e-03
3.443899999961107e-04	5.031868e+00	5.178490e-03
3.453665624961107e-04	5.158731e+00	4.305487e-03
3.463431249961107e-04	5.283101e+00	3.416278e-03
3.478079687461107e-04	5.464112e+00	2.059415e-03
3.492728124961107e-04	5.637413e+00	6.851197e-04
3.507376562461107e-04	5.801976e+00	-6.949757e-04
3.526907812461107e-04	6.006336e+00	-2.523937e-03
3.546439062461107e-04	6.192043e+00	-4.314937e-03
3.565970312461107e-04	6.357932e+00	-6.041036e-03
3.585501562461107e-04	6.503202e+00	-7.676272e-03
3.609915624961107e-04	6.655043e+00	-9.555231e-03
3.634329687461107e-04	6.773340e+00	-1.120979e-02
3.658743749961107e-04	6.857838e+00	-1.260108e-02
3.683157812461107e-04	6.908387e+00	-1.369645e-02
3.707571874961107e-04	6.924797e+00	-1.447015e-02
3.731985937461107e-04	6.906750e+00	-1.490402e-02
3.756399999961107e-04	6.853776e+00	-1.498787e-02
3.780814062461107e-04	6.765285e+00	-1.471974e-02
3.800345312461107e-04	6.668521e+00	-1.425576e-02
3.819876562461107e-04	6.548423e+00	-1.357736e-02
3.839407812461107e-04	6.404925e+00	-1.269474e-02
3.858939062461107e-04	6.238226e+00	-1.162118e-02
3.878470312461107e-04	6.048901e+00	-1.037283e-02
3.893118749961107e-04	5.892682e+00	-9.333057e-03
3.907767187461107e-04	5.724999e+00	-8.214284e-03
3.922415624961107e-04	5.546747e+00	-7.025974e-03
3.937064062461107e-04	5.359050e+00	-5.778188e-03
3.946829687461107e-04	5.229342e+00	-4.918487e-03
3.956595312461107e-04	5.096515e+00	-4.040274e-03
3.961478124961107e-04	5.029091e+00	-3.595256e-03
3.966360937461107e-04	4.961085e+00	-3.146854e-03
3.971243749961107e-04	4.892570e+00	-2.695491e-03
3.985892187461107e-04	4.684729e+00	-1.327890e-03
4.024954687461107e-04	4.128468e+00	2.342299e-03
4.049368749961107e-04	3.795179e+00	4.578636e-03
4.068899999961107e-04	3.546274e+00	6.292732e-03
4.088431249961107e-04	3.319640e+00	7.912179e-03
4.107962499961107e-04	3.120853e+00	9.412619e-03
4.127493749961107e-04	2.954829e+00	1.077148e-02
4.147024999961107e-04	2.825621e+00	1.196834e-02
4.166556249961107e-04	2.736267e+00	1.298517e-02
4.186087499961107e-04	2.688697e+00	1.380670e-02
4.205618749961107e-04	2.683694e+00	1.442057e-02
4.225149999961107e-04	2.720909e+00	1.481753e-02
4.244681249961107e-04	2.798905e+00	1.499162e-02
4.264212499961107e-04	2.915254e+00	1.494023e-02
4.283743749961107e-04	3.066649e+00	1.466412e-02
4.303274999961107e-04	3.249048e+00	1.416745e-02
4.322806249961107e-04	3.457846e+00	1.345769e-02
4.342337499961107e-04	3.688044e+00	1.254551e-02
4.366751562461108e-04	3.997946e+00	1.114182e-02
4.391165624961108e-04	4.322938e+00	9.476458e-03
4.415579687461108e-04	4.653213e+00	7.588545e-03
4.425345312461108e-04	4.784750e+00	6.780844e-03
4.435110937461108e-04	4.915147e+00	5.947621e-03
4.439993749961108e-04	4.979762e+00	5.522416e-03
4.444876562461108e-04	5.043907e+00	5.092013e-03
4.454642187461108e-04	5.170561e+00	4.217240e-03
4.469290624961108e-04	5.355662e+00	2.876364e-03
4.483939062461108e-04	5.533753e+00	1.511140e-03
4.498587499961108e-04	5.703701e+00	1.331232e-04
4.518118749961108e-04	5.915992e+00	-1.703966e-03
4.537649999961108e-04	6.110293e+00	-3.515425e-03
4.557181249961108e-04	6.285245e+00	-5.274010e-03
4.576712499961108e-04	6.439896e+00	-6.953268e-03
4.596243749961108e-04	6.573615e+00	-8.527943e-03
4.620657812461108e-04	6.710763e+00	-1.031331e-02
4.645071874961108e-04	6.814226e+00	-1.185648e-02
4.669485937461108e-04	6.883815e+00	-1.312119e-02
4.693899999961108e-04	6.919379e+00	-1.407776e-02
4.718314062461108e-04	6.920679e+00	-1.470371e-02
4.742728124961108e-04	6.887329e+00	-1.498435e-02
4.767142187461108e-04	6.818798e+00	-1.491308e-02
4.791556249961108e-04	6.714478e+00	-1.449158e-02
4.811087499961108e-04	6.604889e+00	-1.390859e-02
4.830618749961108e-04	6.471902e+00	-1.311641e-02
4.850149999961108e-04	6.315584e+00	-1.212694e-02
4.869681249961108e-04	6.136324e+00	-1.095507e-02
4.884329687461108e-04	5.987306e+00	-9.966979e-03
4.898978124961106e-04	5.826396e+00	-8.894512e-03
4.913626562461105e-04	5.654352e+00	-7.746753e-03
4.918509374961104e-04	5.594694e+00	-7.349097e-03
4.933157812461103e-04	5.409378e+00	-6.116158e-03
4.942923437461102e-04	5.281044e+00	-5.264772e-03
4.952689062461100e-04	5.149395e+00	-4.393571e-03
4.957571874961100e-04	5.082483e+00	-3.951561e-03
4.962454687461099e-04	5.014933e+00	-3.505833e-03
4.967337499961099e-04	4.946816e+00	-3.056805e-03
4.972220312461098e-04	4.878203e+00	-2.604900e-03
4.986868749961097e-04	4.670166e+00	-1.236188e-03
5.000000000000000e-04	4.482266e+00	-1.836970e-17
Step Information: Re=680  (Step: 2/2)
0.000000000000000e+00	8.016153e+00	0.000000e+00
1.953124988129940e-11	8.016153e+00	1.840777e-08
3.906249976259879e-11	8.016154e+00	3.681554e-08
7.812499952519758e-11	8.016154e+00	7.363108e-08
1.562499990503952e-10	8.016153e+00	1.472622e-07
3.124999981007903e-10	8.016152e+00	2.945243e-07
6.249999962015806e-10	8.016149e+00	5.890486e-07
1.249999992403161e-09	8.016129e+00	1.178097e-06
2.499999984806323e-09	8.016070e+00	2.356194e-06
4.999999969612645e-09	8.015918e+00	4.712389e-06
3.199999980552093e-07	7.995444e+00	3.015726e-04
1.128281246110419e-06	7.942358e+00	1.062490e-03
2.593124996110419e-06	7.844561e+00	2.433164e-03
5.522812496110420e-06	7.646650e+00	5.101293e-03
7.964218746110422e-06	7.485184e+00	7.196735e-03
9.917343746110423e-06	7.362766e+00	8.753636e-03
1.187046874611043e-05	7.249955e+00	1.017888e-02
1.382359374611043e-05	7.150002e+00	1.145101e-02
1.577671874611043e-05	7.065911e+00	1.255092e-02
1.772984374611043e-05	7.000273e+00	1.346205e-02
1.919468749611043e-05	6.964403e+00	1.401315e-02
2.065953124611043e-05	6.940690e+00	1.444563e-02
2.212437499611043e-05	6.929520e+00	1.475582e-02
2.358921874611044e-05	6.931042e+00	1.494111e-02
2.505406249611044e-05	6.945163e+00	1.499991e-02
2.651890624611044e-05	6.971555e+00	1.493174e-02
2.847203124611044e-05	7.024852e+00	1.464448e-02
3.042515624611044e-05	7.097118e+00	1.413695e-02
3.237828124611044e-05	7.185987e+00	1.341679e-02
3.433140624611044e-05	7.288709e+00	1.249482e-02
3.628453124611044e-05	7.402291e+00	1.138493e-02
3.872593749611045e-05	7.554842e+00	9.758954e-03
4.116734374611045e-05	7.713642e+00	7.903795e-03
4.360874999611045e-05	7.873239e+00	5.863015e-03
4.458531249611045e-05	7.936211e+00	5.005345e-03
4.507359374611045e-05	7.967372e+00	4.569240e-03
4.556187499611045e-05	7.998275e+00	4.128835e-03
4.605015624611045e-05	8.028892e+00	3.684544e-03
4.653843749611045e-05	8.059191e+00	3.236785e-03
4.751499999611045e-05	8.118738e+00	2.332553e-03
4.849156249611045e-05	8.176723e+00	1.419541e-03
4.995640624611046e-05	8.260399e+00	4.108609e-05
5.142124999611046e-05	8.339691e+00	-1.337717e-03
5.288609374611046e-05	8.414224e+00	-2.705196e-03
5.435093749611046e-05	8.483714e+00	-4.049775e-03
5.630406249611046e-05	8.568203e+00	-5.787292e-03
5.825718749611046e-05	8.643131e+00	-7.437763e-03
6.021031249611046e-05	8.708415e+00	-8.976364e-03
6.265171874611046e-05	8.776531e+00	-1.070723e-02
6.509312499611046e-05	8.829898e+00	-1.218664e-02
6.753453124611046e-05	8.868835e+00	-1.337984e-02
6.997593749611047e-05	8.893635e+00	-1.425882e-02
7.241734374611047e-05	8.904490e+00	-1.480294e-02
7.485874999611047e-05	8.901444e+00	-1.499941e-02
7.730015624611047e-05	8.884383e+00	-1.484362e-02
7.974156249611048e-05	8.853022e+00	-1.433923e-02
8.218296874611048e-05	8.806947e+00	-1.349809e-02
8.462437499611048e-05	8.745669e+00	-1.233994e-02
8.657749999611048e-05	8.685384e+00	-1.120323e-02
8.853062499611048e-05	8.614887e+00	-9.898009e-03
9.048374999611048e-05	8.534115e+00	-8.443913e-03
9.194859374611049e-05	8.466847e+00	-7.268724e-03
9.341343749611049e-05	8.393984e+00	-6.032003e-03
9.487828124611049e-05	8.315745e+00	-4.744221e-03
9.634312499611049e-05	8.232462e+00	-3.416278e-03
9.731968749611049e-05	8.174354e+00	-2.514211e-03
9.829624999611049e-05	8.114364e+00	-1.602681e-03
9.878453124611049e-05	8.083723e+00	-1.144439e-03
9.927281249611049e-05	8.052687e+00	-6.851197e-04
9.976109374611049e-05	8.021283e+00	-2.251554e-04
1.002493749961105e-04	7.989542e+00	2.350208e-04
1.012259374961105e-04	7.925179e+00	1.154277e-03
1.031790624961105e-04	7.793929e+00	2.976312e-03
1.061087499961105e-04	7.595665e+00	5.617036e-03
1.085501562461105e-04	7.435588e+00	7.676272e-03
1.105032812461105e-04	7.315470e+00	9.196050e-03
1.124564062461105e-04	7.206022e+00	1.057751e-02
1.144095312461105e-04	7.110446e+00	1.179987e-02
1.163626562461105e-04	7.031641e+00	1.284476e-02
1.183157812461105e-04	6.972047e+00	1.369645e-02
1.197806249961105e-04	6.941093e+00	1.420060e-02
1.212454687461105e-04	6.922523e+00	1.458455e-02
1.227103124961105e-04	6.916625e+00	1.484504e-02
1.241751562461105e-04	6.923450e+00	1.497986e-02
1.256399999961105e-04	6.942804e+00	1.498787e-02
1.275931249961105e-04	6.987339e+00	1.480134e-02
1.295462499961105e-04	7.051789e+00	1.439218e-02
1.314993749961105e-04	7.133998e+00	1.376655e-02
1.334524999961105e-04	7.231360e+00	1.293386e-02
1.354056249961105e-04	7.340964e+00	1.190663e-02
1.378470312461105e-04	7.490502e+00	1.037283e-02
1.402884374961105e-04	7.648371e+00	8.595415e-03
1.427298437461105e-04	7.808905e+00	6.616142e-03
1.446829687461105e-04	7.935844e+00	4.918487e-03
1.451712499961105e-04	7.967074e+00	4.481490e-03
1.456595312461105e-04	7.998038e+00	4.040274e-03
1.461478124961105e-04	8.028707e+00	3.595256e-03
1.466360937461105e-04	8.059052e+00	3.146854e-03
1.476126562461105e-04	8.118670e+00	2.241590e-03
1.485892187461105e-04	8.176699e+00	1.327890e-03
1.500540624961105e-04	8.260396e+00	-5.095260e-05
1.515189062461105e-04	8.339664e+00	-1.429363e-03
1.529837499961105e-04	8.414129e+00	-2.795674e-03
1.544485937461105e-04	8.483520e+00	-4.138319e-03
1.564017187461105e-04	8.567829e+00	-5.872095e-03
1.583548437461105e-04	8.642535e+00	-7.517550e-03
1.603079687461105e-04	8.707562e+00	-9.049933e-03
1.627493749961105e-04	8.775322e+00	-1.077148e-02
1.651907812461105e-04	8.828297e+00	-1.224007e-02
1.676321874961105e-04	8.866811e+00	-1.342120e-02
1.700735937461105e-04	8.891154e+00	-1.428713e-02
1.725149999961105e-04	8.901517e+00	-1.481753e-02
1.749564062461105e-04	8.897942e+00	-1.499994e-02
1.773978124961105e-04	8.880304e+00	-1.483009e-02
1.798392187461106e-04	8.848318e+00	-1.431195e-02
1.822806249961106e-04	8.801564e+00	-1.345769e-02
1.847220312461106e-04	8.739556e+00	-1.228738e-02
1.866751562461106e-04	8.678650e+00	-1.114182e-02
1.886282812461106e-04	8.607509e+00	-9.828666e-03
1.905814062461106e-04	8.526073e+00	-8.367684e-03
1.920462499961106e-04	8.458305e+00	-7.188077e-03
1.935110937461106e-04	8.384946e+00	-5.947621e-03
1.949759374961106e-04	8.306225e+00	-4.656818e-03
1.964407812461106e-04	8.222479e+00	-3.326594e-03
1.974173437461106e-04	8.164079e+00	-2.423428e-03
1.983939062461106e-04	8.103816e+00	-1.511140e-03
1.988821874961106e-04	8.073046e+00	-1.052648e-03
1.993704687461106e-04	8.041886e+00	-5.931645e-04
1.998587499961106e-04	8.010365e+00	-1.331232e-04
2.003470312461106e-04	7.978513e+00	3.270433e-04
2.013235937461106e-04	7.913949e+00	1.246020e-03
2.037649999961106e-04	7.749230e+00	3.515425e-03
2.066946874961106e-04	7.551352e+00	6.125166e-03
2.091360937461106e-04	7.393276e+00	8.145405e-03
2.110892187461106e-04	7.275918e+00	9.625999e-03
2.130423437461106e-04	7.170246e+00	1.096181e-02
2.149954687461106e-04	7.079390e+00	1.213274e-02
2.169485937461106e-04	7.006128e+00	1.312119e-02
2.184134374961106e-04	6.964118e+00	1.373372e-02
2.198782812461106e-04	6.934028e+00	1.422998e-02
2.213431249961106e-04	6.916367e+00	1.460579e-02
2.228079687461106e-04	6.911408e+00	1.485795e-02
2.242728124961106e-04	6.919182e+00	1.498435e-02
2.257376562461106e-04	6.939480e+00	1.498389e-02
2.276907812461106e-04	6.985236e+00	1.478613e-02
2.296439062461106e-04	7.050831e+00	1.436598e-02
2.315970312461106e-04	7.134080e+00	1.372974e-02
2.335501562461106e-04	7.232353e+00	1.288700e-02
2.355032812461106e-04	7.342722e+00	1.185043e-02
2.379446874961106e-04	7.493002e+00	1.030615e-02
2.403860937461106e-04	7.651372e+00	8.519825e-03
2.428274999961106e-04	7.812184e+00	6.533416e-03
2.442923437461106e-04	7.907727e+00	5.264772e-03
2.452689062461106e-04	7.970430e+00	4.393571e-03
2.457571874961106e-04	8.001388e+00	3.951561e-03
2.462454687461106e-04	8.032043e+00	3.505833e-03
2.467337499961106e-04	8.062371e+00	3.056805e-03
2.477103124961106e-04	8.121934e+00	2.150543e-03
2.486868749961106e-04	8.179887e+00	1.236188e-03
2.501517187461106e-04	8.263434e+00	-1.429894e-04
2.516165624961106e-04	8.342516e+00	-1.520956e-03
2.530814062461106e-04	8.416766e+00	-2.886047e-03
2.545462499961106e-04	8.485916e+00	-4.226708e-03
2.564993749961106e-04	8.569879e+00	-5.956678e-03
2.584524999961106e-04	8.644215e+00	-7.597054e-03
2.604056249961106e-04	8.708858e+00	-9.123163e-03
2.628470312461106e-04	8.776124e+00	-1.083533e-02
2.652884374961106e-04	8.828598e+00	-1.229304e-02
2.677298437461106e-04	8.866604e+00	-1.346205e-02
2.701712499961106e-04	8.890430e+00	-1.431490e-02
2.726126562461106e-04	8.900264e+00	-1.483156e-02
2.750540624961106e-04	8.896141e+00	-1.499991e-02
2.774954687461106e-04	8.877931e+00	-1.481599e-02
2.799368749961106e-04	8.845342e+00	-1.428412e-02
2.823782812461106e-04	8.797951e+00	-1.341679e-02
2.848196874961106e-04	8.735271e+00	-1.223436e-02
2.867728124961106e-04	8.673806e+00	-1.107998e-02
2.887259374961106e-04	8.602091e+00	-9.758954e-03
2.906790624961106e-04	8.520075e+00	-8.291140e-03
2.921439062461106e-04	8.451875e+00	-7.107159e-03
2.936087499961106e-04	8.378092e+00	-5.863015e-03
2.950735937461106e-04	8.298963e+00	-4.569240e-03
2.965384374961106e-04	8.214835e+00	-3.236785e-03
2.975149999961106e-04	8.156199e+00	-2.332553e-03
2.984915624961106e-04	8.095716e+00	-1.419541e-03
2.989798437461106e-04	8.064845e+00	-9.608164e-04
2.994681249961106e-04	8.033589e+00	-5.011871e-04
2.999564062461106e-04	8.001978e+00	-4.108609e-05
3.004446874961106e-04	7.970043e+00	4.190536e-04
3.014212499961106e-04	7.905334e+00	1.337717e-03
3.038626562461106e-04	7.740390e+00	3.604834e-03
3.067923437461106e-04	7.542551e+00	6.209066e-03
3.092337499961106e-04	7.384804e+00	8.222537e-03
3.111868749961106e-04	7.267912e+00	9.696404e-03
3.131399999961106e-04	7.162882e+00	1.102443e-02
3.150931249961106e-04	7.072832e+00	1.218664e-02
3.170462499961106e-04	7.000519e+00	1.316554e-02
3.185110937461106e-04	6.959298e+00	1.377047e-02
3.199759374961106e-04	6.930047e+00	1.425882e-02
3.214407812461106e-04	6.913258e+00	1.462648e-02
3.229056249961107e-04	6.909190e+00	1.487031e-02
3.243704687461107e-04	6.917855e+00	1.498827e-02
3.258353124961107e-04	6.939029e+00	1.497935e-02
3.277884374961107e-04	6.985901e+00	1.477037e-02
3.297415624961107e-04	7.052525e+00	1.433923e-02
3.316946874961107e-04	7.136686e+00	1.369242e-02
3.336478124961107e-04	7.235736e+00	1.283966e-02
3.356009374961107e-04	7.346734e+00	1.179378e-02
3.380423437461107e-04	7.497581e+00	1.023908e-02
3.404837499961107e-04	7.656283e+00	8.443913e-03
3.429251562461107e-04	7.817207e+00	6.450444e-03
3.443899999961107e-04	7.912724e+00	5.178490e-03
3.453665624961107e-04	7.975375e+00	4.305487e-03
3.458548437461107e-04	8.006297e+00	3.862700e-03
